pID,X1,X2,Cluster
0,-3.1592247,12.99477,1
1,9.709549,1.1985686,1
2,-6.8989577,9.05172,1
3,-1.7315218,8.271278,1
4,13.314673,-9.93241,1
5,7.479244,0.640872,1
6,15.555517,-3.4117084,1
7,-11.671106,-6.045803,1
8,-5.294231,-15.4126,1
9,-7.2197576,7.313624,1
10,-8.85056,1.4193722,1
11,-5.412611,9.905325,1
12,1.2207522,7.994332,1
13,-2.3414884,-12.505065,1
14,4.7105637,-12.99049,1
15,10.399237,4.0527797,1
16,9.36565,1.961407,1
17,4.0992227,4.707022,1
18,-0.81404644,13.337292,1
19,1.2669204,-2.909438,1
20,-8.419551,5.4585485,1
21,-0.5810464,-11.582881,1
22,2.0935163,-13.580461,1
23,-6.690767,11.023156,1
24,-8.105118,6.280637,1
25,3.119106,-0.0338213,1
26,-7.838251,4.3220077,1
27,3.5466774,5.697469,1
28,0.54938984,3.7176883,1
29,7.6807985,2.692253,1
30,-5.40748,2.1240034,1
31,-1.8214085,11.673804,1
32,5.7599545,8.825154,1
33,10.320761,8.569285,1
34,9.631487,-5.5873365,1
35,-1.4739687,-11.097032,1
36,13.173081,1.609593,1
37,0.071097076,7.922688,1
38,8.102411,6.422823,1
39,10.465249,-6.4028225,1
40,-10.683178,-8.008198,1
41,-3.2426715,-14.040493,1
42,-2.2636313,8.776334,1
43,2.1575599,5.541793,1
44,-7.0100636,-18.208141,1
45,1.6093591,9.733832,1
46,-0.112640955,8.164628,1
47,-7.844842,3.18453,1
48,-5.451797,2.5439446,1
49,10.656469,7.19338,1
50,-5.438213,0.5965143,1
51,-6.9631605,-9.69754,1
52,-0.90678173,-13.8745165,1
53,15.870847,6.219434,1
54,14.503991,-6.6824107,1
55,-10.522173,-6.2256503,1
56,-5.654864,-15.462207,1
57,-1.4498097,10.220081,1
58,15.694862,6.4015903,1
59,3.7495055,7.1943493,1
60,-4.5218935,2.2076929,1
61,-3.3477464,2.0398118,1
62,-7.1222777,7.966469,1
63,-6.032228,4.845176,1
64,-1.0395766,-3.8432255,1
65,13.796076,0.75666183,1
66,15.411106,-3.1912577,1
67,-4.212568,-4.613676,1
68,-9.746803,-0.5343963,1
69,-0.8819489,-16.030256,1
70,12.035724,-6.132672,1
71,-0.5618155,-13.313841,1
72,1.2587714,9.279394,1
73,-9.84152,2.8795142,1
74,-7.7398252,1.1506678,1
75,15.291133,-5.437596,1
76,-0.14539696,6.2821846,1
77,-6.4084115,4.7379794,1
78,18.610704,7.1650634,1
79,13.197568,10.253237,1
80,-4.542546,4.169055,1
81,-3.944171,-15.07782,1
82,1.8096079,-11.883352,1
83,5.7871227,11.424514,1
84,-8.591148,4.0045724,1
85,-9.625345,4.3063407,1
