pID,X1,X2,Cluster
0,-15.7347555,16.7865,1
1,20.136187,11.180618,1
2,-19.37115,21.246277,1
3,-3.8277194,25.316757,1
4,23.647379,-10.814116,1
5,20.022182,6.5138354,1
6,35.916298,2.49659,1
7,-23.42159,-24.219427,1
8,-4.2227564,-42.844143,1
9,-23.012642,2.3281817,1
10,-19.833277,-5.9097667,1
11,-17.019133,23.0449,1
12,-1.3074327,18.427322,1
13,2.5881927,-35.192863,1
14,16.566286,-37.451042,1
15,17.151737,17.544878,1
16,20.989574,9.019586,1
17,2.7849376,6.33493,1
18,-10.307301,13.124191,1
19,2.776603,-8.022768,1
20,-21.837635,2.1784692,1
21,6.03186,-33.020508,1
22,14.672096,-40.76716,1
23,-22.01737,21.331158,1
24,-21.648216,3.1422493,1
25,6.0234613,-2.3849735,1
26,-16.815353,1.2612576,1
27,1.5277534,7.18202,1
28,-2.6980703,3.8064682,1
29,15.544327,8.496907,1
30,-13.760477,3.583222,1
31,-9.405835,21.249594,1
32,5.533625,21.849539,1
33,17.479954,28.897272,3
34,27.197248,-6.306838,1
35,3.8879325,-33.570168,1
36,26.257309,11.759136,1
37,-1.2875394,17.317923,1
38,10.778538,20.260223,1
39,28.90715,-6.7231336,1
40,7.282534,-29.089287,1
41,0.7220371,-39.491886,1
42,-4.975677,25.322004,1
43,-0.22227009,8.311888,1
44,-7.5202303,-48.06505,1
45,-1.1607667,20.849394,1
46,-0.78311527,17.918201,1
47,-16.090435,-0.3561027,1
48,-14.381511,3.3325677,1
49,14.894665,21.894094,1
50,-11.4426775,-5.1292524,1
51,-12.810908,-28.556793,1
52,5.6131825,-40.012173,1
53,31.164867,23.697548,3
54,37.087204,-3.5289543,1
55,-15.157208,-16.107607,1
56,-5.7089515,-42.646397,1
57,-7.923102,19.347025,1
58,30.059355,23.980566,3
59,7.320281,12.465639,1
60,-13.87976,0.7167521,1
61,-12.108035,-0.20187894,1
62,-22.913393,2.8644571,1
63,-15.762281,7.8567815,1
64,-2.218436,-11.262352,1
65,28.107712,10.035052,1
66,35.408855,2.8007874,1
67,-6.4359603,-16.678162,1
68,-22.907658,-6.823076,1
69,6.049191,-43.15413,1
70,31.462128,-4.6671786,1
71,6.6154656,-36.895973,1
72,-6.579495,15.099451,1
73,-20.418009,-0.6553021,1
74,-17.826738,-4.5301986,1
75,38.426468,-1.2065717,1
76,0.77076054,14.295459,1
77,-15.42322,9.026352,1
78,36.62042,23.878315,3
79,19.716251,30.478498,3
80,-12.777393,6.8046727,1
81,-1.1727184,-41.575306,1
82,12.651878,-33.075783,1
83,4.6838408,26.511347,1
84,-18.523657,2.2390373,1
85,-20.289633,0.701133,1
86,-17.171549,-0.7434369,1
87,-11.267328,-14.069887,1
88,-0.44519448,-36.002537,1
89,20.525917,24.353584,3
90,32.343327,25.850489,3
91,7.456009,-27.129314,1
92,17.273611,9.26059,1
93,-8.530759,-18.295368,1
94,-15.038582,-12.878745,1
95,-16.251606,1.262495,1
96,-22.965307,-6.5995502,1
97,-1.4100924,-36.4595,1
98,-8.125444,0.683324,1
99,-23.01393,-12.690831,1
100,-11.250385,13.802442,1
101,9.71153,38.036594,1
102,-6.6403537,18.66588,1
103,9.260633,24.695095,1
104,-16.784054,-8.805164,1
105,9.810533,-29.071884,1
106,29.493288,-2.7788584,1
107,-15.331717,-12.9606285,1
108,19.943111,27.949335,3
109,-14.9969845,12.021646,1
110,-13.818281,12.530353,1
111,-7.0304627,-5.916745,1
112,-12.25156,-0.14586037,1
113,0.25643435,-43.61487,1
114,-4.363439,-19.418266,1
115,-20.170212,-10.862922,1
116,-9.67355,13.18914,1
117,15.802865,-34.658993,1
118,-15.304385,23.286453,1
119,-18.74883,-19.710913,1
120,36.365726,1.5588572,1
121,-18.701487,-0.3712254,1
122,-14.890043,17.523455,1
123,-3.2054112,23.488646,1
124,-5.2591276,24.925146,1
125,19.773916,13.265104,1
126,-3.6934702,-4.136968,1
127,-72.101524,1.789505,2
128,-5.1456294,-44.783096,1
129,-1.2450237,-12.74802,1
130,-5.276854,-13.235426,1
131,37.467808,-0.2720573,1
132,21.043734,7.636589,1
133,5.0914063,-4.5342417,1
134,13.958554,31.393414,1
135,-24.061937,-24.82157,1
136,-22.75605,-3.1420064,1
137,-8.130631,-4.66107,1
138,-4.8405924,-44.338623,1
139,-3.9949389,-45.26893,1
140,14.179436,21.95084,1
141,-20.414026,-3.99642,1
142,-63.56197,3.3441408,2
143,-1.532323,4.037153,1
144,-17.38039,0.8992181,1
145,-8.043376,-4.5172877,1
146,-14.205362,-16.111332,1
147,26.716812,7.526568,1
148,5.293755,2.4384797,1
149,0.35514107,-36.573864,1
150,-0.22441342,25.77769,1
151,35.545177,25.99104,3
152,-15.2520275,6.401999,1
153,-24.204891,-23.847265,1
154,-63.578815,3.0161645,2
155,35.002213,24.753626,3
156,-8.108795,-14.065009,1
157,11.162764,32.12833,1
158,-14.136523,-29.048525,1
159,14.209079,30.231335,1
160,21.26733,24.101067,3
161,-59.98449,8.084027,2
162,28.113169,-5.1958814,1
163,20.06639,12.420288,1
164,12.941058,-32.414375,1
165,12.798562,-38.362362,1
166,-17.858147,-20.176563,1
167,20.156576,-23.177984,1
168,-23.250727,-11.856651,1
169,-13.877514,0.26909596,1
170,8.767114,12.010967,1
171,9.99886,22.091812,1
172,-23.014399,-5.0624814,1
173,-8.706289,-38.620472,1
174,-1.3559253,-33.794773,1
175,23.725554,1.971124,1
176,8.707808,-38.890068,1
177,-21.521214,-3.9572535,1
178,49.99873,12.878686,1
179,-24.196115,-25.230864,1
180,51.43097,16.615734,1
181,30.097778,-6.8206635,1
182,22.537706,-14.481234,1
183,-1.6727401,36.36062,1
184,35.955708,-2.6698778,1
185,0.6195635,35.06648,1
186,53.06884,12.910343,1
187,13.186502,36.633934,1
188,53.668888,14.038524,1
189,10.330973,38.11451,1
190,-20.271822,-15.312608,1
