pID,X1,X2,Cluster
0,-18.695974,10.149449,1
1,11.196285,11.923437,1
2,-17.976353,2.1041286,1
3,-8.940691,12.576527,1
4,29.323084,-2.668335,1
5,11.710657,8.307278,1
6,25.92148,9.864397,1
7,-10.486933,-25.266592,1
8,8.719832,-31.679447,1
9,-16.908615,-1.138225,1
10,-12.749334,-11.061637,1
11,-17.186802,4.7900987,1
12,-5.5402017,11.57576,1
13,10.864605,-23.643497,1
14,21.469614,-19.3155,1
15,8.03639,15.292237,1
16,11.846447,10.719733,1
17,0.6655846,4.941862,1
18,-17.31944,14.372123,1
19,4.209191,-6.389693,1
20,-16.513474,-3.04918,1
21,12.517606,-21.04245,1
22,19.441782,-20.907907,1
23,-19.91333,4.6975117,1
24,-16.647612,-2.555886,1
25,4.3680477,-1.0804297,1
26,-14.519963,-4.8312416,1
27,-0.6854259,5.478983,1
28,-3.2206182,1.7659435,1
29,8.127516,9.359753,1
30,-9.845255,-6.523572,1
31,-14.219007,11.330215,1
32,-1.9475878,16.711967,1
33,2.78596,22.241951,1
34,20.012936,1.0485383,1
35,10.969393,-21.571451,1
36,14.942559,14.233717,1
37,-6.4390426,10.832891,1
38,2.4735863,16.42137,1
39,21.537745,1.029703,1
40,12.793187,-17.671654,1
41,11.059128,-27.707712,1
42,-9.911746,12.978783,1
43,-3.0284665,5.221016,1
44,8.173017,-36.665543,1
45,-5.6986017,13.621227,1
46,-7.080977,11.745121,1
47,-13.513661,-6.2264104,1
48,-10.287435,-5.9533706,1
49,5.0673375,18.909956,1
50,-6.630086,-7.736125,1
51,-1.3510703,-25.135515,1
52,14.013775,-25.485804,1
53,15.529152,25.724915,3
54,27.776308,5.007907,1
55,-7.1362457,-16.469324,1
56,7.724233,-31.979427,1
57,-12.803322,9.517945,1
58,14.641222,25.496449,1
59,0.26602238,10.220841,1
60,-9.269271,-5.1027327,1
61,-7.8343477,-4.1525536,1
62,-17.065222,-1.0972983,1
63,-12.152396,-3.626123,1
64,1.3313863,-9.669439,1
65,16.859695,14.3533125,1
66,25.511429,10.037169,1
67,-0.8985547,-14.699241,1
68,-14.569581,-13.389357,1
69,15.601248,-27.904795,1
70,23.457268,3.0529132,1
71,14.325665,-23.349312,1
72,-8.228891,8.3566265,1
73,-15.84364,-8.328776,1
74,-11.260345,-9.820273,1
75,28.424877,7.1794057,1
76,-3.8329656,9.126474,1
77,-12.895422,-2.84448,1
78,18.152618,29.228712,3
79,6.1772885,25.437254,1
80,-10.123486,-2.3264089,1
81,10.543774,-29.776785,1
82,16.390009,-18.748676,1
83,-4.4034867,20.39538,1
84,-15.708725,-6.1976104,1
85,-16.701763,-7.1158957,1
86,-14.094032,-6.8430853,1
87,-4.9016128,-13.913466,1
88,9.275647,-24.927513,1
89,8.408183,21.745712,1
90,14.708226,27.937273,1
91,11.553904,-15.950908,1
92,9.254732,10.575536,1
93,-1.2389351,-16.406567,1
94,-7.8821898,-14.269065,1
95,-14.218795,-4.4926496,1
96,-14.740094,-13.2631855,1
97,8.736532,-25.376648,1
98,-7.1372123,-2.26768,1
99,-14.029531,-17.96353,1
100,-17.943233,13.918692,1
101,-3.1364756,25.541403,1
102,-11.52952,10.249221,1
103,1.1751322,19.46296,1
104,-10.530964,-13.1389065,1
105,11.849279,-17.468649,1
106,21.97791,4.1891623,1
107,-8.0649805,-14.497903,1
108,6.7576942,24.294006,1
109,-16.313845,10.553965,1
110,-16.76495,11.89995,1
111,-4.5692787,-4.02247,1
112,-7.9763727,-4.297988,1
113,12.310454,-30.694689,1
114,1.3228632,-15.397637,1
115,-12.871946,-15.815793,1
116,-16.918232,14.829674,1
117,19.242435,-18.355326,1
118,-16.04465,6.439374,1
119,-7.789876,-20.256437,1
120,26.53759,9.130493,1
121,-15.045198,-7.393889,1
122,-18.067463,9.656498,1
123,-7.909965,13.793116,1
124,-10.333311,13.269146,1
125,10.370387,13.558932,1
126,-0.9893145,-5.8813834,1
127,-62.022022,1.0665216,2
128,8.863561,-33.287888,1
129,2.2361898,-10.765653,1
130,-0.7044515,-11.781486,1
131,27.61029,7.866369,1
132,12.361411,9.720495,1
133,4.8558025,-2.761329,1
134,1.7655407,28.62525,1
135,-10.789695,-25.908743,1
136,-16.212847,-10.878573,1
137,-4.6217217,-5.7126217,1
138,8.913235,-32.73697,1
139,9.872363,-33.259457,1
140,4.525258,18.634146,1
141,-14.303412,-10.560137,1
142,-55.264893,-0.8029139,2
143,-2.1310625,2.1569455,1
144,-14.559567,-5.5477905,1
