pID,X1,X2,Cluster
0,-8.176254,11.010392,1
1,9.798908,4.134037,1
2,-10.280618,5.5665965,1
3,-4.7434998,6.8753643,1
4,11.903968,-5.5454845,1
5,7.2929034,2.2174284,1
6,17.894043,1.8259294,1
7,-12.863736,-9.687887,1
8,0.013542092,-19.464424,1
9,-10.00827,3.5878317,1
10,-9.484657,-3.896705,1
11,-9.188882,7.139636,1
12,-1.7437743,8.033575,1
13,2.4187768,-15.200749,1
14,10.262559,-13.689155,1
15,9.336546,7.570127,1
16,9.943809,4.817806,1
17,2.6266847,5.4776692,1
18,-5.7936606,12.51542,1
19,2.7556288,-3.805315,1
20,-10.609032,0.8173446,1
21,3.9863603,-13.44815,1
22,7.707536,-15.283233,1
23,-10.913667,7.760574,1
24,-10.577891,1.7442166,1
25,3.747977,-0.035241872,1
26,-9.662749,-0.2397073,1
27,1.7217488,6.196168,1
28,-0.43422076,2.996267,1
29,7.331421,4.7633624,1
30,-6.150496,-1.4843253,1
31,-6.272113,10.390558,1
32,2.545192,10.563244,1
33,7.4689155,12.329046,1
34,12.59823,-2.6916747,1
35,3.042354,-13.293405,1
36,13.17136,6.223494,1
37,-2.7151723,7.4155407,1
38,6.018654,9.228533,1
39,13.78841,-3.1178994,1
40,4.8496737,-11.528503,1
41,1.7965302,-17.292328,1
42,-5.488856,7.173401,1
43,0.35966203,5.503657,1
44,-1.1667699,-22.76218,1
45,-1.9197304,9.813478,1
46,-3.0487454,7.533988,1
47,-9.246302,-1.5121728,1
48,-6.3778844,-1.1259542,1
49,8.343481,10.937938,1
50,-6.3532805,-3.2618475,1
51,-4.5766296,-13.912509,1
52,4.376296,-16.49634,1
53,14.36598,12.139141,1
54,18.102089,-1.9586834,1
55,-5.5886564,-6.016135,1
56,-0.47404277,-19.571468,1
57,-5.2797184,9.130534,1
58,14.066581,12.182923,1
59,0.72626096,8.014381,1
60,-5.272622,-1.1555088,1
61,-4.095342,-0.79551554,1
62,-10.200787,4.167912,1
63,-8.010406,1.0879749,1
64,0.66837484,-5.6988673,1
65,14.221797,5.6295905,1
66,17.663177,2.0027053,1
67,-2.4975765,-7.718531,1
68,-9.629871,-6.097022,1
69,4.9152308,-18.765814,1
70,15.380172,-2.3556268,1
71,4.568241,-15.597782,1
72,-2.86614,9.938616,1
73,-11.075319,-2.5973213,1
74,-8.305475,-3.4967198,1
75,18.702251,-0.53105855,1
76,-2.2764318,5.626958,1
77,-8.320897,0.7504573,1
78,16.84722,14.11494,1
79,9.874657,15.220172,1
80,-6.210963,0.7547757,1
81,1.3440307,-18.611153,1
82,6.8132205,-13.243416,1
83,1.6714066,13.313715,1
84,-10.26821,-0.90566456,1
85,-11.408698,-1.1071059,1
86,-9.816545,-1.9319612,1
87,-4.4150534,-7.1309185,1
88,0.7803427,-15.858506,1
89,10.94303,11.150163,1
90,14.275714,14.095445,1
91,-1.0553894,-4.349184,1
92,8.742904,5.342053,1
93,-1.6879479,-9.066066,1
94,-6.810836,-6.7548027,1
95,-9.3708725,0.094719306,1
96,-9.919382,-6.1457405,1
97,0.6133144,-16.863205,1
98,-3.0811558,0.5996805,1
99,-8.795806,-7.699269,1
100,-6.2457323,12.79544,1
101,2.466412,14.481722,1
102,-4.0461555,9.90453,1
103,5.2809534,10.976209,1
104,-6.82121,-4.3930607,1
105,6.111608,-11.693848,1
106,14.576918,-1.1561798,1
107,-6.8443694,-7.0434747,1
108,10.104115,14.28849,1
109,-8.534564,11.696834,1
110,-6.597938,11.589398,1
111,-1.3223345,-0.06403487,1
112,-4.2949543,-0.9639137,1
113,2.5541594,-19.388504,1
114,-3.786001,-6.0808754,1
115,-5.6376686,2.7274055,1
116,-5.255733,12.903729,1
117,9.038765,-12.710643,1
118,-7.8079014,7.9279275,1
119,-7.0274076,-9.390195,1
120,18.274868,1.1464427,1
121,-10.431768,-2.0470912,1
122,-7.946085,10.474924,1
123,-4.036456,8.062489,1
124,-5.768322,7.274385,1
125,9.634094,6.210881,1
126,-0.45462576,-2.7801955,1
127,-43.291348,0.813493,2
128,0.1141765,-20.547647,1
129,0.8137147,-6.4872947,1
130,-0.8247647,-6.5937843,1
131,18.729618,-0.048898745,1
132,10.716656,4.2739635,1
133,4.124898,-1.5213773,1
134,6.512494,15.701057,1
135,-12.686188,-10.023903,1
136,-11.632125,-5.0970507,1
137,-2.0804293,-1.4090571,1
138,0.29056045,-20.03029,1
139,0.79104704,-20.692438,1
140,7.9920506,10.667936,1
141,-10.983907,-4.726372,1
142,-40.4869,2.9820871,2
143,0.7080104,3.158903,1
144,-9.72477,-0.80089337,1
145,-1.9477614,-1.4730637,1
146,-6.0999365,-7.9281797,1
147,13.522282,3.9979997,1
148,4.370474,3.7593873,1
149,1.5014383,-15.731461,1
150,4.4288344,11.153221,1
151,15.628956,14.604836,1
152,-7.4988008,-0.23650555,1
153,-12.870632,-9.041827,1
154,-40.501957,2.6540046,2
155,15.856863,13.809368,1
156,-3.216361,-7.247469,1
157,5.3429418,16.605757,1
158,-4.7454333,-14.60485,1
159,6.9920616,14.633735,1
160,11.259668,10.906143,1
161,-36.730843,2.4055963,2
162,13.570376,-2.1401548,1
163,9.9074545,5.6442103,1
164,7.015067,-12.682099,1
165,8.754024,-15.471292,1
166,-5.778256,-9.544211,1
167,10.549128,-9.701337,1
168,-8.408806,-7.2223516,1
169,-5.066564,-0.76357317,1
170,1.8699132,8.323298,1
171,6.299928,10.9667015,1
172,-10.9757595,-5.998705,1
173,-2.2526958,-18.422161,1
174,1.0678989,-14.385327,1
175,11.2064705,1.6615126,1
176,5.6126747,-16.453714,1
177,-10.416308,-4.6448717,1
178,22.141346,7.6408234,1
179,-12.51199,-10.3199,1
180,22.981428,9.531025,1
181,14.318451,-3.0299165,1
182,15.568822,-5.9693584,1
183,-1.9365,18.995352,1
184,18.464357,-2.0068774,1
185,-0.8294244,16.661568,1
186,23.706892,7.460147,1
187,4.6527367,15.02645,1
188,24.173748,8.135918,1
189,2.0676453,14.5133,1
190,-8.49865,-10.655962,1
191,3.3978937,0.11620612,1
192,0.5861782,17.694437,1
193,23.546366,8.153242,1
194,20.898542,10.990085,1
195,-0.043093055,16.961847,1
196,-5.8287196,3.7226534,1
197,8.710658,-15.340832,1
198,-1.2477499,18.60734,1
199,-8.547583,-7.9020343,1
200,0.23439619,17.498455,1
201,3.5934,15.429199,1
202,12.276087,-8.896024,1
203,4.878206,-12.2239685,1
204,3.2247753,15.255465,1
205,14.762884,13.111037,1
206,-10.826177,-6.684714,1
207,22.558857,7.25626,1
208,7.951148,2.6008327,1
209,0.9700012,18.68539,1
210,-2.7866135,-18.364313,1
211,-2.1944304,17.744888,1
212,14.527798,0.95810485,1
213,22.951195,7.578419,1
214,8.387921,16.517004,1
215,4.3206825,17.400236,1
216,-0.77554923,18.752033,1
217,14.197293,-1.955337,1
218,5.105938,-16.070784,1
219,24.427866,6.9516997,1
220,2.5863235,-15.293562,1
221,5.0189238,-8.776225,1
222,-5.2125072,-7.15164,1
223,13.997025,-1.1305254,1
224,22.52935,10.501999,1
225,9.429069,16.930285,1
226,-0.12828434,-21.888588,1
227,-9.050931,-0.6700856,1
228,-1.1266166,18.35393,1
229,22.444035,7.7505326,1
230,-3.0748396,14.415101,1
231,4.887397,-12.256155,1
232,11.192821,-9.709274,1
233,0.8173829,14.386057,1
234,-9.577475,-1.5236344,1
235,22.755135,7.2416315,1
236,20.946793,11.278843,1
237,11.528159,15.806706,1
238,-1.0507208,16.957045,1
239,5.070649,-13.630146,1
240,-7.6965227,-1.415376,1
241,-1.0401751,16.493881,1
242,2.1506522,4.9207087,1
243,-1.0488387,-17.970537,1
244,11.887621,-10.12352,1
245,24.572927,7.9396296,1
246,-2.8577464,-18.467037,1
247,2.2093747,-15.939323,1
248,4.3415523,16.199986,1
249,13.264247,-9.112134,1
250,-4.5057554,-15.00015,1
251,-5.8928695,3.975932,1
252,12.311029,4.8515587,1
253,-0.76502824,-2.218436,1
254,5.1083856,9.656345,1
255,8.408156,-11.626267,1
256,-41.113117,1.3268118,2
257,1.6549819,-5.5860476,1
258,9.358909,-13.642157,1
259,9.215307,15.652646,1
260,5.102728,-4.5025353,1
261,11.00739,3.9277408,1
262,-37.153606,-2.7219203,2
263,-7.7629466,8.507195,1
264,-4.078332,8.911565,1
265,6.369984,16.81501,1
266,18.4833,-2.8618,1
267,-40.891968,-2.0059168,2
268,-5.721125,6.9425426,1
269,9.82603,1.5352111,1
270,12.941687,7.148941,1
271,0.957533,-5.202166,1
272,4.560214,-18.76788,1
273,12.484643,-9.433929,1
274,0.6618458,-18.502417,1
275,11.014706,13.856498,1
276,16.801876,13.802724,1
277,10.546908,-14.38969,1
278,1.449393,12.235754,1
279,-34.73394,-1.9140306,2
280,1.3294008,11.505848,1
281,-2.5059948,-7.410128,1
282,10.887571,14.251222,1
283,10.325677,-13.959506,1
284,9.6248865,-8.319038,1
285,-43.42811,-0.41836953,2
286,-5.4871125,-14.304165,1
287,-9.157824,-10.509038,1
288,-40.828243,-0.8220032,2
289,7.6003695,-15.922362,1
290,5.570966,8.911262,1
291,9.124081,1.2076656,1
292,6.569973,-17.59085,1
293,8.483795,7.874528,1
294,7.8290505,-13.425973,1
295,2.956467,-0.7555901,1
296,-1.4488136,-11.995688,1
297,4.8760056,14.980077,1
298,-40.066566,-0.73988944,2
299,9.080208,0.60303175,1
300,10.380585,7.7597313,1
301,-35.625732,-0.72550255,2
302,5.1998506,10.910455,1
303,0.5339518,-11.419716,1
304,8.113754,14.055893,1
305,18.592123,-1.1756614,1
306,12.353252,8.610602,1
307,6.2647963,-16.243706,1
308,14.937001,15.51619,1
309,2.9784234,4.254345,1
310,9.312583,9.105827,1
311,14.261559,-5.9959884,1
312,3.664955,16.103424,1
313,9.82308,16.035677,1
314,2.3180356,-10.005675,1
315,1.2265596,9.604059,1
316,5.1480775,9.105697,1
317,14.623777,6.628771,1
318,5.8985376,-1.7319958,1
319,4.7526,4.423803,1
320,6.1039066,-4.3731003,1
321,2.0772607,-20.626698,1
322,17.944435,-0.93519837,1
323,9.723158,-13.22706,1
324,9.116407,13.299421,1
325,7.9103518,5.6039762,1
326,-7.630651,-8.35629,1
327,8.719402,15.382855,1
328,-3.372039,-6.0802984,1
329,9.237195,15.900551,1
330,16.87688,-2.7427235,1
331,-7.080877,-11.013013,1
332,8.642639,10.198101,1
333,7.764395,15.024963,1
334,14.644859,12.6169195,1
335,3.4493825,2.6662555,1
336,-7.1036644,-9.338187,1
337,-6.291741,7.050974,1
338,18.21074,-1.2949954,1
339,7.813142,15.234117,1
340,15.679866,15.633021,1
341,4.6513453,5.6553288,1
342,-9.298542,-7.5973506,1
343,12.063846,12.072217,1
344,7.6149535,9.219159,1
345,-2.3442435,-8.853574,1
346,-34.673172,-2.182974,2
347,5.1182027,5.163561,1
348,-3.2569497,-9.442318,1
349,-7.391274,-9.734325,1
350,-0.6263146,-5.0308485,1
351,9.255993,11.702938,1
352,-8.163326,-17.978819,1
353,-3.7363725,-12.562904,1
354,-5.4522185,11.244695,1
355,4.4980264,-19.888395,1
356,-42.139614,0.2568473,2
357,-7.960306,-10.889175,1
358,2.4920847,-21.220482,1
359,3.5654674,-17.345066,1
360,0.0033272912,-0.6040257,1
361,16.512285,15.561012,1
362,16.765392,-1.0982063,1
363,8.845339,12.448737,1
364,0.51190734,12.521138,1
365,11.920961,6.8624525,1
366,-1.3097064,12.258143,1
367,1.8958216,5.454512,1
368,3.571431,5.876955,1
369,-4.628338,7.325662,1
370,16.423618,-2.0889285,1
371,5.100975,-6.2276907,1
372,5.276159,-11.398648,1
373,16.445152,-5.889212,1
374,16.917765,-5.298679,1
375,-8.49555,7.4516864,1
376,1.2053858,7.8259664,1
377,6.3283744,16.970228,1
378,8.31263,-16.115715,1
379,10.279423,18.301867,1
380,-41.044,-1.7867239,2
381,4.7342467,-7.909167,1
382,-36.895588,-1.4608376,2
383,-36.21392,-0.0860984,2
384,-9.299233,-19.395441,1
385,-1.2043768,-5.446708,1
386,7.9773345,-3.5548944,1
387,14.4990425,7.120032,1
388,2.5550232,-14.359534,1
389,13.054397,5.0664935,1
390,16.29122,-2.916561,1
391,11.174995,14.922055,1
392,-9.309954,-19.247482,1
393,18.03376,-2.1249492,1
394,13.719502,5.681805,1
395,5.629881,-18.30262,1
396,14.795995,7.72797,1
397,-0.7878187,-13.258953,1
398,16.895449,-3.2449913,1
399,-4.6535296,6.733715,1
400,1.0883073,-11.623257,1
401,10.532467,10.106402,1
402,-2.4912906,-2.4441516,1
403,-7.6147614,-1.395868,1
404,2.7446523,9.914207,1
405,-0.8123384,-1.3545365,1
406,-40.18058,0.5140823,2
407,-38.01853,-0.87622315,2
408,11.770486,-9.613947,1
409,-0.8127242,-16.635292,1
410,1.4729278,5.866771,1
411,-3.3995793,-10.834392,1
412,-3.045673,-2.0304937,1
413,15.983342,13.929255,1
414,2.9324448,7.5327425,1
415,9.183981,13.76967,1
416,-3.1747687,-13.534561,1
417,0.21834233,-20.729525,1
418,17.78091,-3.3801203,1
419,-5.6388125,-8.31753,1
420,-1.5147197,18.021132,1
421,13.016455,5.5836377,1
422,-4.7305956,-7.846799,1
423,2.294168,14.551458,1
424,1.6430022,-21.347479,1
425,-8.402653,-7.8591065,1
426,-2.134651,-6.766175,1
427,3.5867262,-19.837881,1
428,-0.2860839,18.511816,1
429,10.916568,12.492124,1
430,17.441647,0.15729164,1
431,-2.202061,-8.073987,1
432,11.0231285,-9.727692,1
433,1.2615361,17.62314,1
434,13.849732,3.805987,1
435,16.742695,0.4946174,1
436,8.18415,-16.062035,1
437,10.920735,-0.55025786,1
438,1.172543,-1.813783,1
439,8.242438,-14.336156,1
440,3.9782367,4.936895,1
441,5.1191206,-14.316797,1
442,-5.87242,-12.253864,1
443,7.614741,-15.209088,1
444,9.904435,15.097263,1
445,-5.12643,-13.035122,1
446,8.252941,10.911883,1
447,17.568464,-1.8115054,1
448,13.095233,-8.797917,1
449,-5.679324,-15.011696,1
450,7.177505,-2.2955127,1
451,9.564407,16.866652,1
452,5.269497,-17.4782,1
453,14.627627,-3.6249044,1
454,-10.349809,9.652557,1
455,7.4369087,10.112907,1
456,-0.8526564,-17.750628,1
457,7.3337812,15.306352,1
458,-8.983592,5.573839,1
459,1.0382913,-5.628097,1
460,7.4679756,-12.07667,1
461,8.472117,17.610235,1
462,14.468591,-4.3567677,1
463,-3.0614328,-14.881791,1
464,17.364504,-2.972138,1
465,1.1098706,15.089896,1
466,12.358263,12.609408,1
467,-0.8670993,-20.422564,1
468,4.935546,-0.9838991,1
469,4.445211,0.50662625,1
470,23.451916,8.595531,1
471,8.595649,18.238195,1
472,18.927954,-2.5095305,1
473,17.224768,-1.6367712,1
474,11.119733,17.111406,1
475,16.131626,13.683064,1
476,8.510063,8.89574,1
477,-5.311895,-13.4296875,1
478,0.5105537,-2.2227044,1
479,12.658447,-9.846177,1
480,7.4430003,10.887403,1
481,-4.8142037,-11.74929,1
482,13.367883,8.52998,1
483,4.56044,9.563624,1
484,16.369347,-3.7854266,1
485,-0.06879151,9.390439,1
486,10.770192,12.809549,1
487,-1.3559697,-7.994481,1
488,0.9714951,-21.878,1
489,5.013491,15.904725,1
490,8.344294,13.28615,1
491,24.415834,7.833547,1
492,5.789462,-0.3243878,1
493,3.0426836,-8.30039,1
494,3.9657006,15.119175,1
495,-5.0601525,-15.3724,1
496,24.360882,9.972215,1
497,1.6529231,-15.609199,1
498,-7.743275,-11.48229,1
499,11.220945,1.3045882,1
500,-7.284721,7.056341,1
501,3.0031672,-20.276827,1
502,-0.5213967,-10.5889845,1
503,1.0141408,-20.888704,1
504,-7.7548566,10.704115,1
505,-10.428931,-9.111005,1
506,3.6043859,-1.9001971,1
507,-10.897293,8.549027,1
508,16.175081,-3.5517871,1
509,-37.956917,-2.3942382,2
510,-39.04499,-0.047881123,2
511,2.7116992,4.659046,1
512,-39.13171,-0.7162114,2
513,4.299505,3.4140632,1
514,-43.850517,-0.46750128,2
515,-2.4475224,-6.6417236,1
516,-11.326727,-3.927355,1
517,-6.253087,-14.542708,1
518,-3.0094504,-12.811223,1
519,8.083264,-12.861167,1
520,8.700581,11.406784,1
521,2.8682296,-0.97856855,1
522,-5.455402,10.214245,1
523,-41.389256,0.29291046,2
524,-5.9614673,9.849385,1
525,7.8628426,15.951745,1
526,-9.455393,-19.166115,1
527,2.584479,-6.3953524,1
528,11.406898,17.61592,1
529,-9.331357,-7.2977138,1
530,9.112542,-0.37070355,1
531,3.5110521,7.5622745,1
532,9.730493,8.1754675,1
533,-9.42757,-8.929171,1
534,-10.336068,9.546027,1
535,-1.1940228,-7.1063676,1
536,14.647803,12.737229,1
537,10.822596,-9.457811,1
538,-11.020753,-8.677655,1
539,-37.152256,-2.5923376,2
540,0.90859175,-20.05571,1
541,-38.532314,2.718811,2
542,2.0304387,4.074976,1
543,1.2773957,-6.489242,1
544,2.7384303,-2.8074827,1
545,-6.54508,-13.233041,1
546,-7.700387,11.707829,1
547,15.889567,15.405039,1
548,9.540059,8.701232,1
549,16.199774,14.885487,1
550,-4.076383,-9.085921,1
551,0.24289829,-9.740781,1
552,6.0157533,16.718456,1
553,4.921622,13.127628,1
554,-8.231527,-5.5348296,1
555,-2.5706675,-10.079928,1
556,3.351507,-9.0085125,1
557,-4.9223666,-8.866498,1
558,-43.182713,0.11939427,2
559,-0.5339503,-20.140697,1
560,10.445929,9.213044,1
561,9.473816,3.637441,1
562,9.328412,10.710655,1
563,7.6125035,-13.817512,1
564,10.315804,-9.2732935,1
565,8.895688,-12.263379,1
566,3.6114697,-5.329951,1
567,-42.78648,1.0651646,2
568,-38.5757,-1.378182,2
569,-10.012201,-9.536923,1
570,-8.232331,-5.438634,1
571,2.8915846,-2.4006984,1
572,-39.30451,-0.10130143,2
573,10.401327,-12.791517,1
574,-41.230835,-0.7922012,2
575,-39.34294,-0.9540333,2
576,13.942237,-2.4622238,1
577,-42.71622,0.7822147,2
578,5.5559897,-13.414649,1
579,17.13476,-1.8770026,1
580,-40.12877,1.9544375,2
581,1.6420323,-6.3037543,1
582,-5.579109,-13.892811,1
583,-3.0792994,-8.4599085,1
584,9.607783,13.916083,1
585,5.4790535,17.047735,1
586,11.208654,18.050056,1
587,-9.904789,-9.142371,1
588,-8.784327,-9.151952,1
589,-39.2375,-1.7654065,2
590,7.7891426,5.384845,1
591,10.736126,14.858487,1
592,8.8635025,12.760666,1
593,4.174648,-14.7024765,1
594,12.628297,11.529352,1
595,-44.159935,-0.0063845078,2
596,14.133331,-3.7612863,1
597,-3.2077405,-14.388677,1
598,-4.8915935,12.17926,1
599,-39.274006,-1.311572,2
600,7.806572,-14.65111,1
601,12.11572,-0.74153644,1
602,-43.185272,1.3244392,2
603,-44.305485,0.3823827,2
604,-36.87657,0.43016055,2
605,-40.443893,-2.0159333,2
606,14.093978,6.87842,1
607,3.624891,-4.9736443,1
608,13.627141,6.5715585,1
609,-1.3170636,9.881984,1
610,-2.242889,-12.634933,1
611,-8.021537,-18.223957,1
612,16.358366,14.42953,1
613,0.88110244,0.1479047,1
614,-8.263281,7.395195,1
615,-40.534557,-1.3410378,2
616,-11.40105,-5.322839,1
617,-9.373701,-19.37335,1
618,8.6867485,9.500376,1
619,16.013342,15.697844,1
620,2.517801,-11.522289,1
621,-43.20222,-1.5186856,2
622,1.2170244,-16.487944,1
623,1.9363207,-10.132521,1
624,9.436465,-14.858326,1
625,-10.71969,-4.3983083,1
626,9.204817,-13.675271,1
627,6.5601764,14.713901,1
628,-9.247377,-19.148767,1
629,-3.940471,-5.2427244,1
630,-3.103998,-2.0691237,1
631,11.911184,8.481051,1
632,-10.493412,8.585494,1
633,-0.5276875,9.131064,1
634,-9.984451,-18.974928,1
635,11.031422,4.662801,1
636,-7.6336884,10.465666,1
637,12.608514,-5.2577868,1
638,-6.356177,9.539914,1
639,-38.523945,-0.009203271,2
640,4.912573,-2.026031,1
641,-38.063858,-3.103481,2
642,-9.44781,12.545259,1
643,-38.78622,-0.7357019,2
644,-4.7331777,9.919095,1
645,-8.260342,8.775904,1
646,19.15243,-1.1870854,1
647,-42.25497,0.7085143,2
648,-5.5896416,-10.361568,1
649,6.6209035,9.881045,1
650,15.167127,-3.1580563,1
651,-11.479188,9.493239,1
652,0.89938915,-12.304905,1
653,-35.15998,0.37854496,2
654,2.7967787,-17.788662,1
655,-35.010693,2.2781813,2
656,-10.303872,11.541842,1
657,-40.0002,-0.1386826,2
658,-3.9052548,-5.0781426,1
659,18.58558,-0.9037263,1
660,11.244233,6.5416274,1
661,6.4828696,12.969903,1
662,-4.6534486,13.439834,1
663,-43.579136,0.5340541,2
664,-6.41806,13.273636,1
665,-2.1771548,6.704516,1
