pID,X1,X2,Cluster
0,8.946049,-9.2513485,1
1,6.1540904,4.173331,1
2,4.322853,-10.179326,1
3,6.149923,-5.899823,1
4,0.40519327,11.975004,1
5,4.7027917,0.3413323,1
6,4.7268324,12.340664,1
7,-2.9699693,-6.4143877,1
8,-12.0484,-0.9237101,1
9,3.0775595,-9.537378,1
10,-1.4281254,-8.414136,1
11,5.536019,-9.448907,1
12,7.3784213,-4.0067306,1
13,-8.968721,1.0033716,1
14,-6.272698,6.7122173,1
15,8.314352,4.941141,1
16,6.512025,3.3696103,1
17,9.760893,-1.1663115,1
18,10.332471,-7.418888,1
19,-0.60589874,0.5466725,1
20,1.22644,-9.566248,1
21,-7.4595623,2.3653567,1
22,-7.9059815,4.8447676,1
23,5.7334414,-10.939318,1
24,2.1370869,-9.756776,1
25,2.2423398,0.5424602,1
26,0.7938825,-8.366722,1
27,9.55098,-2.0546749,1
28,3.5590596,-3.1934907,1
29,5.899392,1.8784392,1
30,0.22453474,-5.6287065,1
31,8.605674,-7.782852,1
32,11.003218,-2.1040292,1
33,11.628889,3.6222434,1
34,0.7975533,6.682525,1
35,-7.1542444,1.5809611,1
36,7.695157,7.6938004,1
37,6.537518,-4.6326866,1
38,9.489234,2.0063777,1
39,0.73077524,7.8181667,1
40,-5.4222846,2.7154818,1
41,-10.320183,0.83489704,1
42,6.2415547,-6.4811373,1
43,9.918081,-4.185282,1
44,-14.656117,-1.7190523,1
45,8.864948,-4.730533,1
46,6.740857,-4.717436,1
47,0.12241998,-7.711014,1
48,0.5465799,-5.887387,1
49,10.691447,4.1493964,1
50,-0.98608667,-5.947775,1
51,-8.955808,-4.272085,1
52,-9.139385,2.2513237,1
53,11.358155,2.372766,1
54,2.969552,10.424941,1
55,-2.826125,-5.563981,1
56,-12.114712,-1.1612386,1
57,7.580459,-6.905771,1
58,11.4467535,2.2887661,1
59,7.671337,-2.137784,1
60,0.63128895,-5.043016,1
61,1.0032964,-4.068662,1
62,3.805714,-9.754244,1
63,2.0760844,-7.53616,1
64,-2.252043,-0.67678744,1
65,6.954982,8.359122,1
66,4.752504,12.499958,1
67,-4.2329407,-2.7392972,1
68,-3.9504595,-8.044625,1
69,-10.876049,2.5394046,1
70,2.2176654,8.530134,1
71,-8.80944,2.7845707,1
72,9.303924,-5.4764667,1
73,-0.7568059,-9.6894045,1
74,-1.6461143,-7.1664133,1
75,4.1482897,10.760751,1
76,5.464502,-3.2533026,1
77,1.8178105,-7.8221536,1
78,17.36251,1.673983,1
79,13.672648,5.2969646,1
80,2.040955,-6.0794067,1
81,-11.348532,0.30078596,1
82,-6.7105346,4.1938796,1
83,12.778045,-3.2764869,1
84,0.38368464,-8.971851,1
85,0.2920073,-10.010631,1
86,-0.3279007,-8.398125,1
87,-3.0168397,-4.352041,1
88,-9.537702,-0.31553063,1
89,11.38974,6.2314415,1
90,15.346607,1.5716431,1
91,-4.2899528,1.8200336,1
92,6.828298,3.5666747,1
93,-5.225559,-2.3007789,1
94,-4.231087,-6.02885,1
95,1.1662456,-8.098834,1
96,-3.9181116,-8.544425,1
97,-10.245441,-0.5078763,1
98,1.9389122,-3.3195806,1
99,-6.48448,-7.8611307,1
100,10.452768,-7.8864083,1
101,13.328714,-2.4353406,1
102,8.626463,-6.275478,1
103,9.395779,2.4938908,1
104,-1.6820123,-5.6072345,1
105,-5.3526654,3.38292,1
106,2.612239,7.9588847,1
107,-5.012801,-5.7070513,1
108,12.974652,5.4633455,1
109,8.224734,-9.3827505,1
110,9.357074,-8.004533,1
111,3.8058558,0.055341642,1
112,0.8696385,-4.28732,1
113,-11.87072,1.3492414,1
114,-4.4182997,-1.9171346,1
115,3.2763638,-6.2997775,1
116,10.71843,-6.9604406,1
117,-5.781608,5.569064,1
118,6.524268,-8.470977,1
119,-5.28813,-6.445187,1
120,4.4380975,11.957268,1
121,-0.45239308,-9.003202,1
122,8.404582,-8.9374695,1
123,7.224936,-5.400759,1
124,6.2558265,-6.700728,1
125,7.447466,4.3747087,1
126,-0.19975227,-2.1005468,1
127,-32.2482,-3.7937448,2
128,-12.756059,-0.664169,1
129,-2.696742,-0.14679088,1
130,-2.8545797,-1.686191,1
131,3.983696,11.381199,1
132,5.1085663,1.1355131,1
133,1.0880363,1.3477869,1
134,14.129075,1.9442607,1
135,-3.1214838,-6.7624683,1
136,-2.7068255,-10.165796,1
137,-0.25495964,-3.3529375,1
138,-12.244726,-0.51007515,1
139,-12.92428,-0.08099997,1
140,10.473983,3.8082728,1
141,-2.5414505,-9.55865,1
142,-29.800743,-6.116185,2
143,3.611707,-2.277905,1
144,0.42729962,-8.4276905,1
145,-0.30428547,-3.0862339,1
146,-3.9101598,-5.8414793,1
147,5.9250646,7.812206,1
148,11.709737,-0.5043782,1
149,-9.31453,0.4614006,1
150,8.382095,1.8811629,1
151,16.969923,2.8019953,1
152,1.0963418,-6.8668075,1
153,-2.5896513,-7.197388,1
154,-30.113,-5.8146276,2
155,16.783396,2.174706,1
156,-3.4104633,-3.690067,1
157,13.989215,0.7434884,1
158,-9.632204,-4.0556197,1
159,13.536975,2.3783057,1
160,11.234694,6.453957,1
161,-27.709444,-5.2904043,2
162,1.411523,7.4922605,1
163,6.9867105,4.4868174,1
164,-6.1975765,4.2585807,1
165,-7.6830473,5.72382,1
166,-5.5256577,-5.0886097,1
167,-3.562407,6.174554,1
